County,Census,Estimates Base,2010,2011,2012,2013,State,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062
Minnehaha,169468,169471,169978,171999,175439,179127.8999999985,South Dakota,181858.39999999944,184947.36999999918,188036.33999999892,191125.30999999866,194214.2799999984,197303.24999999814,200392.21999999695,203481.18999999668,206570.15999999642,209659.12999999616,212748.0999999959,215837.06999999564,218926.03999999538,222015.00999999512,225103.97999999486,228192.9499999946,231281.91999999434,234370.88999999315,237459.85999999288,240548.82999999262,243637.79999999236,246726.7699999921,249815.73999999184,252904.70999999158,255993.67999999132,259082.64999999106,262171.6199999908,265260.58999999054,268349.5599999903,271438.5299999891,274527.4999999888,277616.46999998856,280705.4399999883,283794.40999998804,286883.3799999878,289972.3499999875,293061.31999998726,296150.289999987,299239.25999998674,302328.2299999865,305417.1999999853,308506.169999985,311595.13999998476,314684.1099999845,317773.07999998424,320862.049999984,323951.0199999837,327039.98999998346,330128.9599999832
Moody,6486,6486,6494,6496,6456,6416.000000000015,South Dakota,6397.000000000007,6369.600000000013,6342.200000000019,6314.8000000000175,6287.400000000023,6260.000000000029,6232.600000000028,6205.2000000000335,6177.800000000032,6150.400000000038,6123.000000000044,6095.600000000042,6068.200000000048,6040.800000000054,6013.400000000052,5986.000000000058,5958.600000000064,5931.200000000063,5903.800000000068,5876.400000000067,5849.000000000073,5821.600000000079,5794.200000000077,5766.800000000083,5739.400000000089,5712.000000000087,5684.600000000093,5657.200000000099,5629.8000000000975,5602.400000000103,5575.000000000102,5547.600000000108,5520.2000000001135,5492.800000000112,5465.400000000118,5438.000000000124,5410.600000000122,5383.200000000128,5355.800000000134,5328.400000000132,5301.000000000138,5273.600000000137,5246.200000000143,5218.800000000148,5191.400000000147,5164.000000000153,5136.600000000159,5109.200000000157,5081.800000000163
Pennington,100948,100948,101329,102461,104363,105758.19999999972,South Dakota,107275.19999999925,108794.15999999922,110313.11999999918,111832.07999999914,113351.0399999991,114869.99999999907,116388.95999999903,117907.919999999,119426.87999999896,120945.83999999892,122464.79999999888,123983.75999999885,125502.71999999881,127021.67999999877,128540.63999999873,130059.5999999987,131578.55999999866,133097.51999999862,134616.47999999858,136135.43999999855,137654.3999999985,139173.35999999847,140692.31999999844,142211.2799999984,143730.23999999836,145249.19999999832,146768.1599999983,148287.11999999825,149806.0799999982,151325.03999999817,152843.99999999814,154362.9599999981,155881.91999999806,157400.87999999803,158919.839999998,160438.79999999795,161957.7599999979,163476.71999999788,164995.67999999784,166514.6399999978,168033.59999999776,169552.55999999773,171071.5199999977,172590.47999999765,174109.43999999762,175628.39999999758,177147.35999999754,178666.3199999975,180185.27999999747
Perkins,2982,2982,2974,3007,3030,3043.7999999999956,South Dakota,3071.7999999999956,3095.0399999999936,3118.2799999999916,3141.519999999997,3164.7599999999948,3187.9999999999927,3211.2399999999907,3234.479999999996,3257.719999999994,3280.959999999992,3304.19999999999,3327.439999999988,3350.679999999993,3373.919999999991,3397.159999999989,3420.399999999987,3443.639999999985,3466.87999999999,3490.119999999988,3513.359999999986,3536.599999999984,3559.839999999982,3583.079999999987,3606.319999999985,3629.559999999983,3652.799999999981,3676.039999999979,3699.2799999999843,3722.5199999999822,3745.75999999998,3768.999999999978,3792.239999999976,3815.4799999999814,3838.7199999999793,3861.9599999999773,3885.1999999999753,3908.439999999973,3931.6799999999785,3954.9199999999764,3978.1599999999744,4001.3999999999724,4024.6399999999703,4047.8799999999756,4071.1199999999735,4094.3599999999715,4117.599999999969,4140.839999999967,4164.079999999973,4187.319999999971
Potter,2329,2329,2338,2362,2361,2388.7999999999956,South Dakota,2400.299999999992,2415.4399999999914,2430.579999999991,2445.7199999999903,2460.8599999999897,2475.999999999989,2491.1399999999885,2506.279999999988,2521.4199999999873,2536.5599999999868,2551.699999999986,2566.8399999999856,2581.979999999985,2597.1199999999844,2612.259999999984,2627.3999999999833,2642.5399999999827,2657.6799999999785,2672.819999999978,2687.9599999999773,2703.0999999999767,2718.239999999976,2733.3799999999756,2748.519999999975,2763.6599999999744,2778.799999999974,2793.939999999973,2809.0799999999726,2824.219999999972,2839.3599999999715,2854.499999999971,2869.6399999999703,2884.7799999999697,2899.919999999969,2915.0599999999686,2930.199999999968,2945.3399999999674,2960.479999999967,2975.6199999999662,2990.7599999999657,3005.899999999965,3021.0399999999645,3036.179999999964,3051.3199999999633,3066.4599999999627,3081.599999999962,3096.7399999999616,3111.879999999961,3127.0199999999604
Roberts,10149,10149,10182,10300,10305,10291.299999999988,South Dakota,10352.799999999988,10386.089999999982,10419.37999999999,10452.669999999984,10485.959999999977,10519.24999999997,10552.539999999979,10585.829999999973,10619.119999999966,10652.40999999996,10685.699999999953,10718.989999999962,10752.279999999955,10785.569999999949,10818.859999999942,10852.14999999995,10885.439999999944,10918.729999999938,10952.019999999931,10985.30999999994,11018.599999999933,11051.889999999927,11085.17999999992,11118.469999999914,11151.759999999922,11185.049999999916,11218.33999999991,11251.629999999903,11284.919999999911,11318.209999999905,11351.499999999898,11384.789999999892,11418.0799999999,11451.369999999893,11484.659999999887,11517.94999999988,11551.239999999874,11584.529999999882,11617.819999999876,11651.10999999987,11684.399999999863,11717.689999999871,11750.979999999865,11784.269999999859,11817.559999999852,11850.84999999986,11884.139999999854,11917.429999999847,11950.719999999841
Sanborn,2355,2355,2358,2365,2328,2322.900000000005,South Dakota,2307.9000000000087,2293.670000000009,2279.4400000000132,2265.2100000000137,2250.980000000014,2236.7500000000146,2222.520000000015,2208.290000000019,2194.0600000000195,2179.83000000002,2165.6000000000204,2151.370000000021,2137.140000000025,2122.9100000000253,2108.6800000000258,2094.450000000026,2080.2200000000266,2065.9900000000307,2051.760000000031,2037.5300000000316,2023.300000000032,2009.0700000000325,1994.8400000000365,1980.610000000037,1966.3800000000374,1952.1500000000378,1937.9200000000383,1923.6900000000423,1909.4600000000428,1895.2300000000432,1881.0000000000437,1866.770000000044,1852.5400000000482,1838.3100000000486,1824.080000000049,1809.8500000000495,1795.62000000005,1781.390000000054,1767.1600000000544,1752.9300000000549,1738.7000000000553,1724.4700000000557,1710.2400000000598,1696.0100000000602,1681.7800000000607,1667.5500000000611,1653.3200000000616,1639.0900000000656,1624.860000000066
Shannon,13586,13586,13649,13918,14034,14158.199999999953,South Dakota,14350.699999999953,14515.05999999994,14679.419999999925,14843.779999999912,15008.139999999898,15172.499999999884,15336.859999999928,15501.219999999914,15665.5799999999,15829.939999999886,15994.299999999872,16158.659999999858,16323.019999999844,16487.37999999983,16651.739999999816,16816.099999999802,16980.459999999788,17144.819999999774,17309.17999999982,17473.539999999804,17637.89999999979,17802.259999999776,17966.619999999763,18130.97999999975,18295.339999999735,18459.69999999972,18624.059999999707,18788.419999999693,18952.77999999968,19117.139999999723,19281.49999999971,19445.859999999695,19610.21999999968,19774.579999999667,19938.939999999653,20103.29999999964,20267.659999999625,20432.01999999961,20596.379999999597,20760.739999999583,20925.099999999627,21089.459999999614,21253.8199999996,21418.179999999586,21582.53999999957,21746.899999999558,21911.259999999544,22075.61999999953,22239.979999999516
Spink,6415,6415,6410,6505,6652,6656.299999999988,South Dakota,6777.299999999988,6865.889999999985,6954.479999999981,7043.069999999978,7131.659999999974,7220.249999999971,7308.839999999967,7397.429999999964,7486.01999999996,7574.609999999957,7663.199999999953,7751.78999999995,7840.379999999946,7928.969999999943,8017.559999999969,8106.149999999965,8194.739999999962,8283.329999999958,8371.919999999955,8460.509999999951,8549.099999999948,8637.689999999944,8726.27999999994,8814.869999999937,8903.459999999934,8992.04999999993,9080.639999999927,9169.229999999923,9257.819999999949,9346.409999999945,9434.999999999942,9523.589999999938,9612.179999999935,9700.769999999931,9789.359999999928,9877.949999999924,9966.53999999992,10055.129999999917,10143.719999999914,10232.30999999991,10320.899999999907,10409.489999999932,10498.079999999929,10586.669999999925,10675.259999999922,10763.849999999919,10852.439999999915,10941.029999999912,11029.619999999908
Stanley,2966,2966,2989,2987,2969,2975.199999999999,South Dakota,2965.2000000000007,2959.260000000002,2953.3200000000015,2947.380000000001,2941.4400000000005,2935.5,2929.5599999999995,2923.619999999999,2917.6799999999985,2911.74,2905.7999999999993,2899.8599999999988,2893.9199999999983,2887.9799999999977,2882.0399999999972,2876.0999999999967,2870.159999999998,2864.2199999999975,2858.279999999997,2852.3399999999965,2846.399999999996,2840.4599999999955,2834.519999999995,2828.5799999999963,2822.639999999996,2816.6999999999953,2810.7599999999948,2804.8199999999943,2798.8799999999937,2792.9399999999932,2786.9999999999927,2781.059999999994,2775.1199999999935,2769.179999999993,2763.2399999999925,2757.299999999992,2751.3599999999915,2745.419999999991,2739.4799999999923,2733.539999999992,2727.5999999999913,2721.6599999999908,2715.7199999999903,2709.7799999999897,2703.8399999999892,2697.8999999999887,2691.95999999999,2686.0199999999895,2680.079999999989
Sully,1373,1373,1372,1374,1423,1438.1000000000058,South Dakota,1463.5999999999985,1488.3300000000017,1513.060000000005,1537.7900000000081,1562.5200000000114,1587.2500000000146,1611.9800000000105,1636.7100000000137,1661.4400000000169,1686.17000000002,1710.9000000000233,1735.6300000000265,1760.3600000000297,1785.090000000033,1809.8200000000288,1834.550000000032,1859.2800000000352,1884.0100000000384,1908.7400000000416,1933.4700000000448,1958.200000000048,1982.9300000000512,2007.6600000000471,2032.3900000000503,2057.1200000000536,2081.8500000000568,2106.58000000006,2131.310000000063,2156.0400000000664,2180.7700000000696,2205.5000000000655,2230.2300000000687,2254.960000000072,2279.690000000075,2304.4200000000783,2329.1500000000815,2353.8800000000847,2378.610000000088,2403.340000000091,2428.070000000087,2452.80000000009,2477.5300000000934,2502.2600000000966,2526.9900000001,2551.720000000103,2576.4500000001062,2601.1800000001094,2625.9100000001054,2650.6400000001086
Todd,9612,9612,9635,9856,9919,10013.599999999977,South Dakota,10155.599999999948,10275.479999999952,10395.359999999957,10515.239999999962,10635.119999999966,10754.999999999942,10874.879999999946,10994.759999999951,11114.639999999927,11234.519999999931,11354.399999999936,11474.27999999994,11594.159999999945,11714.03999999992,11833.919999999925,11953.79999999993,12073.679999999906,12193.55999999991,12313.439999999915,12433.31999999992,12553.199999999924,12673.0799999999,12792.959999999905,12912.83999999991,13032.719999999885,13152.59999999989,13272.479999999894,13392.359999999899,13512.239999999903,13632.119999999879,13751.999999999884,13871.879999999888,13991.759999999864,14111.639999999868,14231.519999999873,14351.399999999878,14471.279999999882,14591.159999999858,14711.039999999863,14830.919999999867,14950.799999999843,15070.679999999847,15190.559999999852,15310.439999999857,15430.319999999861,15550.199999999837,15670.079999999842,15789.959999999846,15909.839999999822
Tripp,5644,5644,5640,5601,5481,5473.100000000006,South Dakota,5393.599999999991,5331.529999999999,5269.459999999992,5207.389999999999,5145.319999999992,5083.25,5021.179999999993,4959.110000000001,4897.039999999994,4834.970000000001,4772.899999999994,4710.830000000002,4648.759999999995,4586.689999999988,4524.619999999995,4462.549999999988,4400.479999999996,4338.409999999989,4276.3399999999965,4214.2699999999895,4152.199999999997,4090.12999999999,4028.0599999999977,3965.9899999999907,3903.9199999999837,3841.8499999999913,3779.7799999999843,3717.709999999992,3655.639999999985,3593.5699999999924,3531.4999999999854,3469.429999999993,3407.359999999986,3345.2899999999936,3283.2199999999866,3221.1499999999796,3159.079999999987,3097.00999999998,3034.939999999988,2972.869999999981,2910.7999999999884,2848.7299999999814,2786.659999999989,2724.589999999982,2662.5199999999895,2600.4499999999825,2538.3799999999756,2476.309999999983,2414.239999999976
Turner,8347,8347,8350,8373,8318,8347.200000000004,South Dakota,8331.200000000003,8324.860000000002,8318.520000000002,8312.180000000002,8305.840000000004,8299.500000000004,8293.160000000003,8286.820000000003,8280.480000000003,8274.140000000003,8267.800000000003,8261.460000000003,8255.120000000003,8248.780000000002,8242.440000000002,8236.100000000002,8229.760000000002,8223.420000000002,8217.080000000002,8210.740000000002,8204.400000000001,8198.060000000001,8191.720000000001,8185.380000000001,8179.040000000001,8172.700000000001,8166.360000000001,8160.02,8153.68,8147.34,8141.0,8134.66,8128.32,8121.98,8115.639999999999,8109.299999999999,8102.959999999999,8096.619999999999,8090.279999999999,8083.939999999999,8077.5999999999985,8071.259999999998,8064.919999999998,8058.579999999998,8052.239999999998,8045.899999999998,8039.559999999998,8033.2199999999975,8026.879999999997
Union,14399,14399,14480,14587,14852,14883.799999999988,South Dakota,15069.799999999872,15217.439999999886,15365.0799999999,15512.719999999856,15660.35999999987,15807.999999999884,15955.639999999898,16103.279999999853,16250.919999999867,16398.55999999988,16546.199999999837,16693.83999999985,16841.479999999865,16989.11999999988,17136.759999999835,17284.39999999985,17432.039999999863,17579.679999999877,17727.319999999832,17874.959999999846,18022.59999999986,18170.239999999816,18317.87999999983,18465.519999999844,18613.159999999858,18760.799999999814,18908.439999999828,19056.07999999984,19203.719999999856,19351.35999999981,19498.999999999825,19646.63999999984,19794.279999999853,19941.91999999981,20089.559999999823,20237.199999999837,20384.839999999793,20532.479999999807,20680.11999999982,20827.759999999835,20975.39999999979,21123.039999999804,21270.67999999982,21418.319999999832,21565.959999999788,21713.599999999802,21861.239999999816,22008.87999999983,22156.519999999786
Walworth,5438,5438,5446,5574,5471,5523.399999999998,South Dakota,5535.9000000000015,5548.820000000003,5561.740000000002,5574.6600000000035,5587.580000000005,5600.500000000004,5613.4200000000055,5626.340000000007,5639.260000000006,5652.180000000008,5665.1000000000095,5678.020000000008,5690.94000000001,5703.8600000000115,5716.780000000013,5729.700000000012,5742.6200000000135,5755.540000000015,5768.460000000014,5781.380000000016,5794.3000000000175,5807.220000000016,5820.140000000018,5833.0600000000195,5845.980000000018,5858.90000000002,5871.8200000000215,5884.74000000002,5897.660000000022,5910.580000000024,5923.500000000022,5936.420000000024,5949.340000000026,5962.260000000024,5975.180000000026,5988.100000000028,6001.020000000026,6013.940000000028,6026.86000000003,6039.780000000028,6052.70000000003,6065.620000000032,6078.54000000003,6091.460000000032,6104.380000000034,6117.300000000032,6130.220000000034,6143.140000000036,6156.060000000034
